title,price,availability,rating,category,image_path,id
I Am Pilgrim (Pilgrim #1),10.6,In stock,Four,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg,245
Eligible (The Austen Project #4),27.09,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images263bf5d128bf18553ea8da8bb19e9a0c.jpg,246
Eight Hundred Grapes,14.39,In stock,Four,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images8c011092f05791961d25ec3cfcf0a832.jpg,247
Dear Mr. Knightley,11.21,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images78873811f8c1d75a0c26d8cc8e6a9dbc.jpg,248
Cometh the Hour (The Clifton Chronicles #6),25.01,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images5511a4296fbd484dcaa89c8a2d25965d.jpg,249
Balloon Animals,17.03,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images6e2324cae6335e8e98c8b46597afc9a3.jpg,250
A Man Called Ove,39.72,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9cf1f4a47b8d08909fc092e6ae598d83.jpg,251
The Silent Sister (Riley MacPherson #1),46.29,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images302cd9c84442e139145ec0993880d7e0.jpg,252
The Dinner Party,56.54,In stock,Two,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesba761d23c5c0e5a0638e04739c69c5d0.jpg,253
The Improbability of Love,59.45,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images06493269f6893cfd24b650f66df51882.jpg,254
Mothering Sunday,13.34,In stock,Two,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesa8843a3fe1a40d5c7df60bbb8cd76ecd.jpg,255
Lies and Other Acts of Love,45.14,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2988f5fb3dfd95214dba2ecb2d496c94.jpg,256
Daredevils,16.34,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images31715c5e3b53bf1e2f41e394f024a8c4.jpg,257
11/22/63,48.48,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesf6c5d27eacb123238f28a32263694d74.jpg,258
The Shack,28.03,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images208b77faac57115ae239391fe2a64c86.jpg,259
The High Mountains of Portugal,51.15,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images550091fc134bbe67f562d95a6d6313f7.jpg,260
Miller's Valley,58.54,In stock,Two,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesdc1a54201eff16a11e7d84eef5ea36c7.jpg,261
Hystopia: A Novel,21.96,In stock,Four,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2d7b77d8b45b2f8e1bc0ce20aacddad0.jpg,262
The Bourne Identity (Jason Bourne #1),42.78,In stock,Four,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images408d93b27ce8c9cfb3bf66c17e9a54ab.jpg,263
Sister Dear,40.2,In stock,Four,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesfa570b7a0fb42252f61e1e750c79d417.jpg,264
Memoirs of a Geisha,49.67,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images4180406c788ff3e0f37cd4491a260a5b.jpg,265
Me Before You (Me Before You #1),19.02,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesa2cd0016b37c0407059147e58e14afe5.jpg,266
Deception Point,40.32,In stock,Four,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesfa2d3198b7ba9785e0edd6f41b84d72b.jpg,267
The Little Paris Bookshop,24.73,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images50a901fb008c0b8965c8d4da2dff5470.jpg,268
The Firm,45.56,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images95847132a78de44b7249a2d0a3fe3ef6.jpg,269
The Expatriates,44.58,In stock,Two,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesdbe49e1cb06136eeb51182f551ccdc52.jpg,270
Siddhartha,34.22,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesce0be2d86e388540122c222306c6d62c.jpg,271
Last One Home (New Beginnings #1),59.98,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagese40a336622fe578699be5a1eeba18f9d.jpg,272
Digital Fortress,58.0,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images5c770b251d27aeef263f8ae974ca02e0.jpg,273
Atlas Shrugged,26.58,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesa54fea8d034eba2ee4d1b8af30f1a308.jpg,274
Three-Martini Lunch,23.21,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images1d8eb8aaebd14464fc58a681091b8d45.jpg,275
The Nightingale,26.26,In stock,Four,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images77aa0ef1f62a0b0b40000a81f65c4e65.jpg,276
The Infinities,27.41,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9c445b33d53b3810f1c12f4adad71a27.jpg,277
The Husband's Secret,52.51,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesf05be79a4b319e24819c318e35e6963c.jpg,278
The Da Vinci Code (Robert Langdon #2),22.96,In stock,Two,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagescfd553eaa00f4d6091c459081cd98199.jpg,279
The Art of Fielding,22.1,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images68a6112c857e595c684f2a1a3287ba16.jpg,280
Lila (Gilead #3),12.47,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2b99a765a013979637b4a6726bfb10f5.jpg,281
Jurassic Park (Jurassic Park #1),44.97,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9a7160b396790bd4a351522278de4f8c.jpg,282
Inferno (Robert Langdon #4),41.0,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagese3111146083821b5a3670d869ab40d2a.jpg,283
Crazy Rich Asians (Crazy Rich Asians #1),49.13,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9a621372fed3a80015283013d8a452cd.jpg,284
Big Little Lies,22.11,In stock,One,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesefb72b546fc7cab4ba1735b4b82c5851.jpg,285
The Course of Love,16.78,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesf2c952cfbce6ab5d8400a0bb8ee4eb5c.jpg,286
When I'm Gone,51.96,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images13a361d57f2b6021b2ae395a6fedd475.jpg,287
The Silent Wife,12.34,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9ba37429e4a2307fe0b2f4f4162dd636.jpg,288
The Bette Davis Club,30.66,In stock,Three,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2308bf77130cf0a917642d82dbf4be05.jpg,289
Kitchens of the Great Midwest,57.2,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images5e379c1cc7003127bc74257a1b721540.jpg,290
Bright Lines,39.07,In stock,Five,Fiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images1243e7eb614f57f0e4cfee80553fa312.jpg,291
Birdsong: A Story in Pictures,54.64,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesaf6e796160fe63e0cf19d44395c7ddf2.jpg,292
The Bear and the Piano,36.89,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagescfbb5e62715c6d888fd07794c9bab5d6.jpg,293
The Secret of Dreadwillow Carse,56.13,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesc4a2a1a026c67bcceb5a411c724d7d0c.jpg,294
The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,In stock,Four,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2632a1e12f2c085fabbe022ae4cd6933.jpg,295
Little Red,13.47,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images8025b80a40178f2a6dd4f99ad88e0fba.jpg,296
Walt Disney's Alice in Wonderland,12.96,In stock,Five,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2850439c2ba103fb69dba9cd2dd9f0c2.jpg,297
Twenty Yawns,22.08,In stock,Two,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2b380f77723c797c0389f978afa6db58.jpg,298
Rain Fish,23.57,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesbbe26db72b8a32117bfe4981b7cc8147.jpg,299
Once Was a Time,18.28,In stock,Two,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images971212afa8e4ff49d92f678bc889d8b7.jpg,300
Luis Paints the World,53.95,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images85e75d5a9309da5807c82decf3d90263.jpg,301
Nap-a-Roo,25.08,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images271faa1d7561473974d12803feb1f0a1.jpg,302
The Whale,35.96,In stock,Four,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images6c18ea03e294bfcfe07cf531c6c5f5b3.jpg,303
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images4f1ece2500f8dbacecca42d57befca03.jpg,304
Raymie Nightingale,34.41,In stock,Two,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images8f66ec46e671d6fca79649c10c7c8f8a.jpg,305
Playing from the Heart,32.38,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images1cebdf525ebe970a1dc3c5a8c50eae6b.jpg,306
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesc0bb6e42743b9c1aaf9b754501100a5d.jpg,307
The Wild Robot,56.07,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesbfdbf9726621276fc7821d705690dbae.jpg,308
The Thing About Jellyfish,48.77,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagese090748ce5a567207aed9185c97eb34b.jpg,309
The Lonely Ones,43.59,In stock,Five,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images21bdf7ae21476b1debf4aa3eefe6f29d.jpg,310
The Day the Crayons Came Home (Crayons),26.33,In stock,Five,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesec08efebaa33a403e54080b48c139794.jpg,311
The Cat in the Hat (Beginner Books B-1),16.26,In stock,Two,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9bf106306301a44635aa7bd381c84e4d.jpg,312
Red: The True Story of Red Riding Hood,28.54,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images704e81b05e56dd84ecf607ea283952db.jpg,313
Horrible Bear!,37.52,In stock,Two,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesd26337dee5c0b13b56b7aea59d611570.jpg,314
Green Eggs and Ham (Beginner Books B-16),10.79,In stock,Four,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images3a0e75e4f758f90a80965869afbe41b4.jpg,315
Counting Thyme,10.62,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagese0ae97753a73b88b61b13b19977613dc.jpg,316
Are We There Yet?,10.66,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesf8be3238a1cf039a3e7d50de1d4c2cfd.jpg,317
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,In stock,Four,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images47160ff71abe23cb52968b3d1b9b7988.jpg,318
Matilda,28.34,In stock,One,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images0347bd215f4813edd81c2cd76bab53ca.jpg,319
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,In stock,Three,Childrens,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesd6cc0c66e34dfc214b406208bbaf18e2.jpg,320
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,In stock,Two,Religion,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images953013d044aa313cc162dec414f3969a.jpg,321
You Are What You Love: The Spiritual Power of Habit,21.87,In stock,Four,Religion,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images6b70f2cdb17d9ab7551240a88b9211fe.jpg,322
God: The Most Unpleasant Character in All Fiction,30.03,In stock,Five,Religion,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images1fdb125bcb8cee71f3404b4dc293348c.jpg,323
The Book of Mormon,24.57,In stock,Three,Religion,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images83dbf86eb0fed1d99de2148eac4eb064.jpg,324
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,In stock,One,Religion,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images7191a7d76eb6c3a18259541e2c038ae3.jpg,325
The Bhagavad Gita,57.49,In stock,Three,Religion,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images4e69dacc99de838814d0f65c94e67f6c.jpg,326
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,In stock,Four,Religion,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesdfabeab158046237ddb6b713b794909f.jpg,327
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,40.3,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2e98c332bf8563b584784971541c4445.jpg,328
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images38c56fba316c07305643a8065269594e.jpg,329
Reasons to Stay Alive,26.41,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagescbbdb0222ee8a0f6ab61657412a15794.jpg,330
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9c463c7631c82401160fd3b554b8f0e1.jpg,331
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images41a20f35adf0caea24f208dc01ad7681.jpg,332
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images038650c9e7517b4baf2a423cd8eed38f.jpg,333
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images95647d6a526bf54120b9445e124794e1.jpg,334
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,In stock,One,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images641570cd7e7aded53c7d33d78a9629f1.jpg,335
The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,In stock,One,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2e236e23ad52aa74505f224f6552eda8.jpg,336
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesf34ffb24cc21c9f9f52dad4fd8f3ac21.jpg,337
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images97f8debeeaaece9603267653076e760f.jpg,338
In the Country We Love: My Family Divided,22.0,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesfeeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,339
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images6494bf61176ca73b61255909230030be.jpg,340
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images889e0bac4c7c0e7178f0165b8d3b4617.jpg,341
Algorithms to Live By: The Computer Science of Human Decisions,30.81,In stock,One,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images23b42e094c02d52b14b11a960d49610e.jpg,342
The Power of Now: A Guide to Spiritual Enlightenment,43.54,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images0338682e76bad3216cd4c6c28b2b625a.jpg,343
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images14f3d525e2a114cd71e27201a16af188.jpg,344
The Genius of Birds,17.24,In stock,One,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images1357c6aa40c9e63d2f931927fbf81f3f.jpg,345
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images0e6dc2484322c5b9e7854ced66fdf62d.jpg,346
So You've Been Publicly Shamed,12.23,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images6ed4991d97f60db29ec7b421e61a2cf3.jpg,347
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images55ced903becc59121d6edb47a4dcfb56.jpg,348
Big Magic: Creative Living Beyond Fear,30.8,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images62ad9b4077416ddc0c4908062bca0e5e.jpg,349
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesff69c96b05affa03f647287e46210bf9.jpg,350
Agnostic: A Spirited Manifesto,12.51,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9ffc43826233092d2acb4414f86627eb.jpg,351
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesba368dfb2b6ae9979ff59d049c626167.jpg,352
What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images43b70859e93901b019791cef86539ffc.jpg,353
The Year of Magical Thinking,43.04,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesbfe526c22c7c08235c27a6474ebb4db9.jpg,354
The Literature Book (Big Ideas Simply Explained),17.43,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images9eea51ac4a15d18aa976be459da30c47.jpg,355
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,In stock,One,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images8890073a9c9e3bb696f6baa84fb4dd95.jpg,356
Swell: A Year of Waves,45.58,In stock,One,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images1028b2cf417e49dc1c14609e437a98e0.jpg,357
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesb56ff04effb66fe701a22abd4a7f1667.jpg,358
Looking for Lovely: Collecting the Moments that Matter,29.14,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images611e1804ad968e309a5f788d4ebc1cb4.jpg,359
Let It Out: A Journey Through Journaling,26.79,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images51fcd3e9384894e6a53a753d2ab856ee.jpg,360
Hamilton: The Revolution,58.79,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images34ef0844cb1fbca6ab73444087fcf0e6.jpg,361
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images11e227bdb5fe8b43dcc2366a157a47c2.jpg,362
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesb1e15eef42c0d71596f9f9ad4e9f48b0.jpg,363
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesf2faa289117546efa0b4068a07778ab0.jpg,364
Brain on Fire: My Month of Madness,49.32,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images88aad1204951e0900906173b086e6695.jpg,365
Abstract City,56.37,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagese77019ebd71bcf6badb085bddf47c413.jpg,366
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,In stock,One,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images15f78e0b04feb9b94e88865803cb5e9e.jpg,367
The Lonely City: Adventures in the Art of Being Alone,33.26,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images5c5e527fea6b17199773bb175b515aee.jpg,368
The Diary of a Young Girl,59.9,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images83d5526864a108d27fd4b03dd31ec18b.jpg,369
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images2af39796852729270fb23e05a662a42c.jpg,370
Furiously Happy: A Funny Book About Horrible Things,41.46,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesab2ae4f02aa46271b4bfc77494039fc6.jpg,371
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,In stock,Four,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images3dc5455313710cf7055c060114e25bf0.jpg,372
"Mother, Can You Not?",16.89,In stock,Five,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/imagesae03f5d4d4c2ee038ac4c4ce9b71e592.jpg,373
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,In stock,Three,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images285861a80930ffa7521dcb8bd19656e9.jpg,374
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,In stock,Two,Nonfiction,https://github.com/alicebiasilva/Pos_Tech_Machine_Learning_Engineer/blob/main/public/images40b246cf12df5345dc0371c040fddb4b.jpg,375
